date,sales
2016-03-17,325.73093
2016-03-18,374.16208
2016-03-19,502.26627
2016-03-20,521.6642
2016-03-21,387.46902
2016-03-22,349.4365
2016-03-23,401.1679
2016-03-24,370.64526
2016-03-25,355.513
2016-03-26,449.0087
2016-03-27,467.6409
2016-03-28,370.96402
2016-03-29,348.57803
2016-03-30,370.44836
2016-03-31,346.45023
2016-04-01,489.60007
2016-04-02,645.80505
2016-04-03,710.9474
2016-04-04,446.26105
2016-04-05,407.26718
2016-04-06,417.94882
2016-04-07,329.9325
2016-04-08,387.0523
2016-04-09,520.75275
2016-04-10,566.14856
2016-04-11,373.372
2016-04-12,365.6886
2016-04-13,377.44754
2016-04-14,306.83792
2016-04-15,374.6388
2016-04-16,483.79434
2016-04-17,713.7114
2016-04-18,755.28656
2016-04-19,646.5147
2016-04-20,596.1988
2016-04-21,561.77313
2016-04-22,480.95355
2016-04-23,573.5932
2016-04-24,583.2604
2016-04-25,381.59415
2016-04-26,395.51035
2016-04-27,376.14374
2016-04-28,304.90454
2016-04-29,397.70563
2016-04-30,598.95386
2016-05-01,712.7504
2016-05-02,546.56885
2016-05-03,444.5598
2016-05-04,448.1787
2016-05-05,364.0301
2016-05-06,427.28534
2016-05-07,601.1183
2016-05-08,460.61987
2016-05-09,433.0907
2016-05-10,388.89478
2016-05-11,408.27353
2016-05-12,338.60504
2016-05-13,374.20532
2016-05-14,523.4958
2016-05-15,600.635
2016-05-16,419.8163
2016-05-17,371.4539
2016-05-18,376.67392
2016-05-19,326.30222
2016-05-20,396.19757
2016-05-21,511.0871
2016-05-22,578.37915
2016-05-23,390.01385
2016-05-24,340.279
2016-05-25,357.7509
2016-05-26,320.97006
2016-05-27,478.50125
2016-05-28,458.01755
2016-05-29,538.6384
2016-05-30,422.25165
2016-05-31,546.7609
2016-06-01,455.4014
2016-06-02,389.7508
2016-06-03,416.5898
2016-06-04,567.89935
2016-06-05,630.6029
2016-06-06,409.59274
2016-06-07,369.64905
2016-06-08,390.9919
2016-06-09,307.03683
2016-06-10,357.66235
2016-06-11,474.65668
2016-06-12,531.6946
2016-06-13,384.614
2016-06-14,349.19626
2016-06-15,397.49026
2016-06-16,348.219
2016-06-17,414.08386
2016-06-18,545.9995
2016-06-19,469.90067
2016-06-20,412.88126
2016-06-21,381.17172
2016-06-22,380.32022
2016-06-23,314.0591
2016-06-24,360.16425
2016-06-25,482.7704
2016-06-26,535.54694
2016-06-27,384.2512
2016-06-28,334.9882
2016-06-29,354.93237
2016-06-30,310.96796
2016-07-01,480.9358
2016-07-02,605.2105
2016-07-03,632.27484
2016-07-04,477.4925
2016-07-05,408.53622
2016-07-06,422.06
2016-07-07,332.0442
2016-07-08,386.3992
2016-07-09,487.23904
2016-07-10,523.28076
2016-07-11,386.3278
2016-07-12,351.87415
2016-07-13,360.54678
2016-07-14,300.29422
2016-07-15,378.8061
2016-07-16,497.86356
2016-07-17,523.3371
2016-07-18,394.28717
2016-07-19,355.3178
2016-07-20,385.43707
2016-07-21,324.8169
2016-07-22,362.8696
2016-07-23,461.4436
2016-07-24,475.79556
2016-07-25,391.34885
2016-07-26,349.4792
2016-07-27,365.38834
2016-07-28,299.24594
2016-07-29,375.7496
2016-07-30,510.7822
2016-07-31,559.9983
2016-08-01,502.57034
2016-08-02,436.3596
2016-08-03,437.62335
2016-08-04,349.5416
2016-08-05,395.11377
2016-08-06,481.9883
2016-08-07,507.47556
2016-08-08,401.3443
2016-08-09,356.64365
2016-08-10,369.50473
2016-08-11,334.8649
2016-08-12,418.44135
2016-08-13,401.1818
2016-08-14,427.51184
2016-08-15,404.05853
2016-08-16,403.29495
2016-08-17,407.37692
2016-08-18,323.99017
2016-08-19,380.90186
2016-08-20,465.19995
2016-08-21,506.09995
2016-08-22,401.15952
2016-08-23,370.83054
2016-08-24,378.57074
2016-08-25,311.12317
2016-08-26,362.90585
2016-08-27,443.90997
2016-08-28,481.9318
2016-08-29,377.01782
2016-08-30,350.5675
2016-08-31,410.45462
2016-09-01,402.9773
2016-09-02,469.76968
2016-09-03,593.4799
2016-09-04,622.8877
2016-09-05,456.6573
2016-09-06,421.76376
2016-09-07,414.44666
2016-09-08,334.3711
2016-09-09,369.7918
2016-09-10,513.9947
2016-09-11,570.9143
2016-09-12,380.9071
2016-09-13,338.624
2016-09-14,350.3154
2016-09-15,318.92526
2016-09-16,388.2787
2016-09-17,504.6124
2016-09-18,571.64014
2016-09-19,382.2443
2016-09-20,365.3088
2016-09-21,374.25836
2016-09-22,299.2572
2016-09-23,372.43884
2016-09-24,483.63095
2016-09-25,534.4291
2016-09-26,372.73706
2016-09-27,329.9149
2016-09-28,354.52368
2016-09-29,292.225
2016-09-30,394.61194
2016-10-01,659.3904
2016-10-02,705.09546
2016-10-03,467.4863
2016-10-04,406.34854
2016-10-05,420.714
2016-10-06,326.27908
2016-10-07,447.59384
2016-10-08,523.31744
2016-10-09,610.6911
2016-10-10,407.02182
2016-10-11,350.88214
2016-10-12,373.24695
2016-10-13,313.61386
2016-10-14,374.834
2016-10-15,499.78314
2016-10-16,619.8119
2016-10-17,398.68488
2016-10-18,353.8937
2016-10-19,363.5373
2016-10-20,327.1612
2016-10-21,375.6754
2016-10-22,473.4155
2016-10-23,574.0481
2016-10-24,375.14456
2016-10-25,342.6436
2016-10-26,355.4511
2016-10-27,305.47784
2016-10-28,358.4951
2016-10-29,471.98355
2016-10-30,535.8239
2016-10-31,367.5216
2016-11-01,455.57376
2016-11-02,543.7899
2016-11-03,445.4611
2016-11-04,481.7442
2016-11-05,498.17694
2016-11-06,639.93665
2016-11-07,476.6841
2016-11-08,430.66196
2016-11-09,443.47745
2016-11-10,330.102
2016-11-11,400.3347
2016-11-12,521.77484
2016-11-13,667.2179
2016-11-14,412.86374
2016-11-15,388.2164
2016-11-16,466.01108
2016-11-17,345.24594
2016-11-18,414.29044
2016-11-19,525.0595
2016-11-20,631.4136
2016-11-21,434.21005
2016-11-22,387.36322
2016-11-23,422.94336
2016-11-24,334.15112
2016-11-25,414.04013
2016-11-26,509.57733
2016-11-27,592.99756
2016-11-28,422.32535
2016-11-29,362.37964
2016-11-30,430.61823
2016-12-01,473.40253
2016-12-02,478.93094
2016-12-03,624.8264
2016-12-04,716.1588
2016-12-05,503.26877
2016-12-06,523.31445
2016-12-07,486.89886
2016-12-08,378.27014
2016-12-09,434.872
2016-12-10,516.3023
2016-12-11,628.1281
2016-12-12,473.7664
2016-12-13,419.28262
2016-12-14,465.63596
2016-12-15,419.55173
2016-12-16,515.65643
2016-12-17,601.378
2016-12-18,707.3355
2016-12-19,577.0162
2016-12-20,606.2864
2016-12-21,662.911
2016-12-22,637.4014
2016-12-23,719.49805
2016-12-24,699.6846
2016-12-26,579.5571
2016-12-27,472.76965
2016-12-28,533.96954
2016-12-29,501.74426
2016-12-30,652.9983
2016-12-31,622.3417
2017-01-01,6.7803035
2017-01-02,786.9284
2017-01-03,619.74023
2017-01-04,555.608
2017-01-05,436.3754
2017-01-06,471.15616
2017-01-07,619.4199
2017-01-08,669.2165
2017-01-09,445.41238
2017-01-10,416.74274
2017-01-11,432.51553
2017-01-12,353.331
2017-01-13,431.4809
2017-01-14,572.9801
2017-01-15,659.7784
2017-01-16,462.67603
2017-01-17,421.34488
2017-01-18,439.2009
2017-01-19,340.6003
2017-01-20,407.24112
2017-01-21,601.9763
2017-01-22,644.3403
2017-01-23,447.88644
2017-01-24,404.75632
2017-01-25,417.70065
2017-01-26,323.52164
2017-01-27,405.22668
2017-01-28,548.7376
2017-01-29,603.3485
2017-01-30,391.76416
2017-01-31,436.71286
2017-02-01,539.71796
2017-02-02,420.24844
2017-02-03,468.38785
2017-02-04,635.6838
2017-02-05,646.4577
2017-02-06,441.45474
2017-02-07,414.94455
2017-02-08,439.73364
2017-02-09,350.3858
2017-02-10,422.11404
2017-02-11,530.26074
2017-02-12,603.15424
2017-02-13,445.74323
2017-02-14,360.61346
2017-02-15,418.5075
2017-02-16,362.49622
2017-02-17,425.84494
2017-02-18,596.7424
2017-02-19,481.98492
2017-02-20,425.9933
2017-02-21,402.81015
2017-02-22,414.92035
2017-02-23,379.11252
2017-02-24,458.0233
2017-02-25,575.7639
2017-02-26,435.30246
2017-02-27,418.0454
2017-02-28,532.75354
2017-03-01,565.94934
2017-03-02,469.26218
2017-03-03,495.3085
2017-03-04,631.7264
2017-03-05,671.70807
2017-03-06,443.4025
2017-03-07,427.53464
2017-03-08,438.2978
2017-03-09,366.9479
2017-03-10,434.26224
2017-03-11,561.8263
2017-03-12,643.1015
2017-03-13,423.33914
2017-03-14,393.37714
2017-03-15,457.70026
2017-03-16,392.3166
2017-03-17,455.83994
2017-03-18,583.0003
2017-03-19,649.3494
2017-03-20,463.76483
2017-03-21,418.9792
2017-03-22,430.90955
2017-03-23,376.45792
2017-03-24,442.15158
2017-03-25,582.56976
2017-03-26,618.15796
2017-03-27,440.01306
2017-03-28,394.4691
2017-03-29,462.75702
2017-03-30,357.81387
2017-03-31,493.12573
2017-04-01,821.0348
2017-04-02,638.9731
2017-04-03,468.68216
2017-04-04,468.9128
2017-04-05,475.10175
2017-04-06,383.31064
2017-04-07,429.57474
2017-04-08,554.76514
2017-04-09,618.2456
2017-04-10,414.92264
2017-04-11,416.0109
2017-04-12,444.31107
2017-04-13,413.59683
2017-04-14,415.7629
2017-04-15,504.2706
2017-04-16,553.02686
2017-04-17,435.41913
2017-04-18,402.46707
2017-04-19,412.86935
2017-04-20,379.23904
2017-04-21,446.57455
2017-04-22,547.1116
2017-04-23,639.7701
2017-04-24,423.722
2017-04-25,403.47702
2017-04-26,438.361
2017-04-27,350.67902
2017-04-28,447.60754
2017-04-29,599.48364
2017-04-30,584.31494
2017-05-01,733.27686
2017-05-02,509.16055
2017-05-03,518.6573
2017-05-04,402.1631
2017-05-05,438.15845
2017-05-06,583.28723
2017-05-07,688.7658
2017-05-08,435.63834
2017-05-09,401.6898
2017-05-10,429.91125
2017-05-11,364.00137
2017-05-12,429.18768
2017-05-13,626.8108
2017-05-14,496.18402
2017-05-15,461.8606
2017-05-16,453.31305
2017-05-17,472.17038
2017-05-18,352.68686
2017-05-19,434.2174
2017-05-20,581.1826
2017-05-21,674.4887
2017-05-22,437.11285
2017-05-23,405.80905
2017-05-24,418.80115
2017-05-25,347.98444
2017-05-26,552.4754
2017-05-27,523.1312
2017-05-28,595.8314
2017-05-29,435.92206
2017-05-30,416.65054
2017-05-31,481.51636
2017-06-01,430.33624
2017-06-02,515.38794
2017-06-03,660.0102
2017-06-04,772.4531
2017-06-05,512.1739
2017-06-06,452.04636
2017-06-07,473.05264
2017-06-08,374.35455
2017-06-09,446.1931
2017-06-10,557.6502
2017-06-11,681.0741
2017-06-12,431.1727
2017-06-13,409.32263
2017-06-14,441.01343
2017-06-15,370.56024
2017-06-16,468.4548
2017-06-17,615.1142
2017-06-18,541.60724
2017-06-19,443.96542
2017-06-20,441.82193
2017-06-21,429.94333
2017-06-22,342.2384
2017-06-23,427.07617
2017-06-24,540.55457
2017-06-25,613.1374
2017-06-26,423.88766
2017-06-27,382.83862
2017-06-28,410.7166
2017-06-29,353.9909
2017-06-30,450.20938
2017-07-01,677.6262
2017-07-02,727.48553
2017-07-03,519.16016
2017-07-04,467.09277
2017-07-05,473.7944
2017-07-06,392.9697
2017-07-07,452.18423
2017-07-08,560.23975
2017-07-09,617.7516
2017-07-10,451.2676
2017-07-11,409.95215
2017-07-12,420.20203
2017-07-13,353.33972
2017-07-14,429.5677
2017-07-15,543.81433
2017-07-16,617.735
2017-07-17,459.21744
2017-07-18,409.7271
2017-07-19,430.9645
2017-07-20,386.2447
2017-07-21,439.0675
2017-07-22,523.51404
2017-07-23,574.7973
2017-07-24,458.22913
2017-07-25,400.43863
2017-07-26,415.63022
2017-07-27,370.2861
2017-07-28,468.63058
2017-07-29,579.299
2017-07-30,630.6131
2017-07-31,497.1138
2017-08-01,554.7294
2017-08-02,541.36475
2017-08-03,408.56818
2017-08-04,464.5206
2017-08-05,541.9156
2017-08-06,588.9782
2017-08-07,447.5112
2017-08-08,402.78696
2017-08-09,411.97513
2017-08-10,365.537
2017-08-11,463.73386
2017-08-12,444.7983
2017-08-13,485.76862
2017-08-14,427.00473
2017-08-15,427.9809
